GVP_Index,GVP_ID,GVP_Name,lat,lon,Waste_Tonnes,Assigned_SCTP_ID,SCTP_ID,SCTP_Name,geometry
473,472,mahalaxmi temple jalal kulcha,17.36179201,78.46710226,1.03,6,6,IBT,POINT (78.46710226 17.36179201)
474,473,Pochamma Dabba,17.36722812,78.46449645,1.16,6,6,IBT,POINT (78.46449645 17.36722812)
475,474,Deewan Dewdi,17.36661553,78.47847763,1.16,6,6,IBT,POINT (78.47847763 17.36661553)
476,475,Cresent High School,17.36700871,78.47731153,0.93,6,6,IBT,POINT (78.47731153 17.36700871)
477,476,Yousuf Bazar,17.36943329,78.4779182,0.03,6,6,IBT,POINT (78.4779182 17.36943329)
478,477,Laccal Court,17.36972287,78.479531,0.96,6,6,IBT,POINT (78.479531 17.36972287)
479,478,Blind School,17.37090656,78.48138356,0.3,6,6,IBT,POINT (78.48138356 17.37090656)
480,479,Biryani Point,17.36684348,78.48119026,1.2,6,6,IBT,POINT (78.48119026 17.36684348)
481,480,Yakutpura Filter Point,17.362004,78.48271852,1.0,6,6,IBT,POINT (78.48271852 17.362004)
482,481,Bibi Bazar,17.35975227,78.47949219,0.43,6,6,IBT,POINT (78.47949219 17.35975227)
483,482,Tadichettu Maidan,17.3617054,78.47943404,0.86,6,6,IBT,POINT (78.47943404 17.3617054)
484,483,Labour Adda Ghansi Bazar,17.3652787,78.46226346,0.4,10,10,Ziyaguda,POINT (78.46226346 17.3652787)
485,484,Ratnabai Galli,17.36099554,78.46406045,0.76,10,10,Ziyaguda,POINT (78.46406045 17.36099554)
486,485,Gol chaman,17.37149141,78.48651815,0.93,6,6,IBT,POINT (78.48651815 17.37149141)
487,486,Nalla Pochhamma Temple Pattargatti,17.37428114,78.48405842,0.1,6,6,IBT,POINT (78.48405842 17.37428114)
488,487,Zehara Nagar,17.36551911,78.48201879,0.93,6,6,IBT,POINT (78.48201879 17.36551911)
489,488,Banner Point,17.36024312,78.46460967,0.3,10,10,Ziyaguda,POINT (78.46460967 17.36024312)
490,489,Charkaman,17.36373318,78.4737558,0.56,6,6,IBT,POINT (78.4737558 17.36373318)
491,490,Lal Darwaza Shivalayam,17.34351715,78.47421754,1.03,8,8,Mir Alam Tank,POINT (78.47421754 17.34351715)
492,491,Darulshifa ward office,17.373071,78.483383,0.26,6,6,IBT,POINT (78.483383 17.373071)
493,492,Mukkram Jah,17.368485,78.481396,1.46,6,6,IBT,POINT (78.481396 17.368485)
494,493,Alpha Hospital,17.358872,78.478007,1.26,6,6,IBT,POINT (78.478007 17.358872)
495,494,Baring Point,17.36948239,78.48032939,1.06,6,6,IBT,POINT (78.48032939 17.36948239)
496,495,Opp Safina Hotel,17.36505731,78.4807339,1.16,6,6,IBT,POINT (78.4807339 17.36505731)
497,496,Opp Grand Haider Cafe,17.365652,78.480856,1.0,6,6,IBT,POINT (78.480856 17.365652)
498,497,Fateh Darwaza X Road,17.3540466,78.4657968,1.33,8,8,Mir Alam Tank,POINT (78.4657968 17.3540466)
499,498,DuruShaher Hospital,17.36768976,78.4827088,0.66,6,6,IBT,POINT (78.4827088 17.36768976)
500,499,Murgi Chowk,17.36157557,78.47080156,1.5,6,6,IBT,POINT (78.47080156 17.36157557)
501,500,Hussaini Mahila,17.37044533,78.48799377,1.6,6,6,IBT,POINT (78.48799377 17.37044533)
502,501,Bodhki Bi Durga,17.35917806,78.46239039,1.2,10,10,Ziyaguda,POINT (78.46239039 17.35917806)
503,502,Ashok Pillar,17.35228212,78.47595708,1.36,6,6,IBT,POINT (78.47595708 17.35228212)
504,503,Mitti Ka Sher,17.36255922,78.47370648,0.56,6,6,IBT,POINT (78.47370648 17.36255922)
505,504,Badam Masjid Mogalpura,17.34850647,78.47788489,1.3,6,6,IBT,POINT (78.47788489 17.34850647)
506,505,Puranapool Darwaza,17.36633233,78.45884264,0.86,10,10,Ziyaguda,POINT (78.45884264 17.36633233)
507,506,Pochamma Dabba,17.36722812,78.46449645,0.06,6,6,IBT,POINT (78.46449645 17.36722812)
508,507,Deewan Dewdi,17.36661553,78.47847763,0.4,6,6,IBT,POINT (78.47847763 17.36661553)
509,508,Yousuf Bazar,17.36943329,78.4779182,1.4,6,6,IBT,POINT (78.4779182 17.36943329)
510,509,Alpha Hospital,17.358872,78.478007,0.23,6,6,IBT,POINT (78.478007 17.358872)
511,510,Blind School,17.37090656,78.48138356,1.63,6,6,IBT,POINT (78.48138356 17.37090656)
512,511,Labour Adda Ghansi Bazar,17.3652787,78.46226346,1.56,10,10,Ziyaguda,POINT (78.46226346 17.3652787)
513,512,Nalla Pochhamma Temple Pattargatti,17.37428114,78.48405842,0.2,6,6,IBT,POINT (78.48405842 17.37428114)
514,513,Falaknuma Railway Track ,17.32529,78.466173,1.23,9,9,Bandlaguda,POINT (78.466173 17.32529)
515,514,Farooq Nagar Gundu Hara Pahad ,17.327528,78.467682,0.76,9,9,Bandlaguda,POINT (78.467682 17.327528)
516,515,Gas Company Falaknuma Palace Back Side ,17.327978,78.46905,1.23,9,9,Bandlaguda,POINT (78.46905 17.327978)
517,516,Rythu bazar Back Side Road ,17.333813,78.467485,0.96,9,9,Bandlaguda,POINT (78.467485 17.333813)
518,517,Falaknuma Depo ,17.337467,78.46623,0.73,8,8,Mir Alam Tank,POINT (78.46623 17.337467)
519,518,Hashamadbad Point ,17.32405,78.47197,0.26,9,9,Bandlaguda,POINT (78.47197 17.32405)
520,519,Shamsher Gunj Main Road ,17.343179,78.468419,1.06,8,8,Mir Alam Tank,POINT (78.468419 17.343179)
521,520,Sania Hotel Back Side_C10,17.347638,78.457193,1.03,8,8,Mir Alam Tank,POINT (78.457193 17.347638)
522,521,SK Garden,17.337564,78.458597,1.56,8,8,Mir Alam Tank,POINT (78.458597 17.337564)
523,522,Al jubail Colony ,17.328438,78.473452,0.03,9,9,Bandlaguda,POINT (78.473452 17.328438)
524,523,Grave yard Nawab Saheb Kunta ,17.340262,78.459083,1.16,8,8,Mir Alam Tank,POINT (78.459083 17.340262)
525,524,Sadaam Colony Near Ground ,17.337352,78.464917,0.63,8,8,Mir Alam Tank,POINT (78.464917 17.337352)
526,525,Police Quaters Point,17.359203,78.455695,0.26,10,10,Ziyaguda,POINT (78.455695 17.359203)
527,526,Srinivasa Galli Bahadurpura Police Station Back Side,17.360736,78.458982,0.3,10,10,Ziyaguda,POINT (78.458982 17.360736)
528,527,Riverse Point ,17.352293,78.465592,0.4,8,8,Mir Alam Tank,POINT (78.465592 17.352293)
529,528,Chandulal Baradari ,17.352047,78.460888,0.23,8,8,Mir Alam Tank,POINT (78.460888 17.352047)
530,529,Fire Station Backside,17.353178,78.459618,0.53,8,8,Mir Alam Tank,POINT (78.459618 17.353178)
531,530,Amjad ullah Bagh ,17.347513,78.462568,1.2,8,8,Mir Alam Tank,POINT (78.462568 17.347513)
532,531,Puranapul Main Road Point ,17.364698,78.45698,0.4,10,10,Ziyaguda,POINT (78.45698 17.364698)
533,532,OPP Kamatipura PS ,17.356458,78.459957,0.46,10,10,Ziyaguda,POINT (78.459957 17.356458)
534,533,Chicken Centre Point Beside Gems High School T,17.356427,78.464005,0.73,10,10,Ziyaguda,POINT (78.464005 17.356427)
535,534,Post Office Bhadurpura,17.358258,78.456851,0.13,10,10,Ziyaguda,POINT (78.456851 17.358258)
536,535,Gandhi Ka Putla,17.354197,78.465032,0.4,8,8,Mir Alam Tank,POINT (78.465032 17.354197)
537,536,Savera Function Hall,17.352172,78.462147,0.8,8,8,Mir Alam Tank,POINT (78.462147 17.352172)
538,537,Ram Mandir ,17.350145,78.462335,0.13,8,8,Mir Alam Tank,POINT (78.462335 17.350145)
539,538,MS Garden_C10,17.35056,78.455998,0.1,8,8,Mir Alam Tank,POINT (78.455998 17.35056)
540,539,Murali Nagar ,17.360638,78.457807,0.46,10,10,Ziyaguda,POINT (78.457807 17.360638)
541,540,Moinpura Tank ,17.35179,78.463242,1.03,8,8,Mir Alam Tank,POINT (78.463242 17.35179)
542,541,Lancer Kaman ,17.339705,78.462175,0.36,8,8,Mir Alam Tank,POINT (78.462175 17.339705)
543,542,Bilal Nagar ,17.349353,78.458943,0.4,8,8,Mir Alam Tank,POINT (78.458943 17.349353)
544,543,Naaz Garden ,17.346872,78.459137,0.73,8,8,Mir Alam Tank,POINT (78.459137 17.346872)
545,544,Boston School ,17.346803,78.45768,0.5,8,8,Mir Alam Tank,POINT (78.45768 17.346803)
546,545,BNK Colony ,17.343957,78.449223,0.53,8,8,Mir Alam Tank,POINT (78.449223 17.343957)
547,546,Kamela Point ,17.353328,78.458558,0.5,8,8,Mir Alam Tank,POINT (78.458558 17.353328)
548,547,ITI College ,17.347978,78.454375,0.1,8,8,Mir Alam Tank,POINT (78.454375 17.347978)
549,548,Current Office Point ,17.342313,78.453145,1.16,8,8,Mir Alam Tank,POINT (78.453145 17.342313)
550,549,Mochi Colony ,17.34803,78.451973,0.1,8,8,Mir Alam Tank,POINT (78.451973 17.34803)
551,550,Badi Masjid Vazir Ali Masjid ,17.354547,78.463413,0.56,10,10,Ziyaguda,POINT (78.463413 17.354547)
552,551,Old RTO Office-Murali Manohar temple ,17.358933,78.445592,1.5,10,10,Ziyaguda,POINT (78.445592 17.358933)
553,552,Kishan Bagh Park ,17.360822,78.44018,1.6,10,10,Ziyaguda,POINT (78.44018 17.360822)
554,553,Nagina Hotel ,17.357642,78.449382,1.26,10,10,Ziyaguda,POINT (78.449382 17.357642)
555,554,Housing Colony ,17.359128,78.453173,1.36,10,10,Ziyaguda,POINT (78.453173 17.359128)
556,555,Madina hotel Gali,17.359603,78.443047,1.13,10,10,Ziyaguda,POINT (78.443047 17.359603)
557,556,Junction Point_C10,17.343396,78.448613,0.86,8,8,Mir Alam Tank,POINT (78.448613 17.343396)
558,557,NM Guda_C10,17.362867,78.439948,1.53,10,10,Ziyaguda,POINT (78.439948 17.362867)
559,558,Masoodia Masjid ,17.343396,78.441785,1.46,8,8,Mir Alam Tank,POINT (78.441785 17.343396)
560,559,Falaknuma Depo,17.33779394,78.46657312,0.33,8,8,Mir Alam Tank,POINT (78.46657312 17.33779394)
561,560,Puranapul Main Road Point,17.36464198,78.45693627,0.4,10,10,Ziyaguda,POINT (78.45693627 17.36464198)
562,561,Amjad ullah Bagh,17.34852074,78.46242415,1.13,8,8,Mir Alam Tank,POINT (78.46242415 17.34852074)
563,562,Chandulal Baradari,17.35168459,78.46107135,0.66,8,8,Mir Alam Tank,POINT (78.46107135 17.35168459)
564,563,Indian  Bank point,17.3389526,78.467825,1.3,8,8,Mir Alam Tank,POINT (78.467825 17.3389526)
565,564,Srinivasa Galli Bahadurpura Police Station Back Side,17.36076008,78.45911884,1.43,10,10,Ziyaguda,POINT (78.45911884 17.36076008)
566,565,Murali Nagar,17.36062749,78.45763816,1.0,10,10,Ziyaguda,POINT (78.45763816 17.36062749)
567,566,Police Quaters Point,17.358438,78.456368,1.4,10,10,Ziyaguda,POINT (78.456368 17.358438)
568,567,Pochamma Temple Doodbowli,17.356451,78.462164,1.4,10,10,Ziyaguda,POINT (78.462164 17.356451)
569,568,Moinpura Tank,17.35186557,78.46332218,0.46,8,8,Mir Alam Tank,POINT (78.46332218 17.35186557)
570,569,Ram Mandir,17.35027796,78.46260909,1.0,8,8,Mir Alam Tank,POINT (78.46260909 17.35027796)
571,570,Savera Function Hall,17.35233077,78.46219618,0.26,8,8,Mir Alam Tank,POINT (78.46219618 17.35233077)
572,571,Gandhi Ka Putla,17.35415756,78.46501264,1.33,8,8,Mir Alam Tank,POINT (78.46501264 17.35415756)
573,572,Macca Function Hall,17.34460891,78.45812785,1.5,8,8,Mir Alam Tank,POINT (78.45812785 17.34460891)
574,573,Sania Hotel Back Side_C10,17.33304767,78.45589779,1.36,8,8,Mir Alam Tank,POINT (78.45589779 17.33304767)
575,574,Sadaam Colony Near Ground,17.3373399,78.46505386,1.03,8,8,Mir Alam Tank,POINT (78.46505386 17.3373399)
576,575,Kummarwadi Temple,17.347651,78.467884,1.4,8,8,Mir Alam Tank,POINT (78.467884 17.347651)
577,576,Grave yard Nawab Saheb Kunta,17.3404252,78.45946174,0.03,8,8,Mir Alam Tank,POINT (78.45946174 17.3404252)
578,577,Lancer Kaman,17.34046349,78.46281343,1.5,8,8,Mir Alam Tank,POINT (78.46281343 17.34046349)
579,578,Gas Company Falaknuma Palace Back Side,17.32788383,78.46892935,0.43,9,9,Bandlaguda,POINT (78.46892935 17.32788383)
580,579,Farooq Nagar Gundu Hara Pahad,17.32764188,78.46683231,0.66,9,9,Bandlaguda,POINT (78.46683231 17.32764188)
581,580,Falaknuma Railway Track,17.32469794,78.46644657,0.83,9,9,Bandlaguda,POINT (78.46644657 17.32469794)
582,581,Boston School,17.34685996,78.45753973,1.5,8,8,Mir Alam Tank,POINT (78.45753973 17.34685996)
583,582,Nagina Hotel,17.35764502,78.44930489,1.0,10,10,Ziyaguda,POINT (78.44930489 17.35764502)
584,583,Masoodia Masjid,17.3550978,78.44152633,1.43,10,10,Ziyaguda,POINT (78.44152633 17.3550978)
585,584,Kishan Bagh Park,17.36067676,78.44053124,1.23,10,10,Ziyaguda,POINT (78.44053124 17.36067676)
586,585,Bilal Nagar,17.358213,78.4568155,0.53,10,10,Ziyaguda,POINT (78.4568155 17.358213)
587,586,Imli ka Jhad,17.340398,78.4593256,0.03,8,8,Mir Alam Tank,POINT (78.4593256 17.340398)
588,587,Poilce Quoters,17.333154,78.408144,0.26,7,7,Kattedan,POINT (78.408144 17.333154)
589,588,Kalukmpond Budwell,17.33568,78.409088,1.5,7,7,Kattedan,POINT (78.409088 17.33568)
590,589,Kajanagar Attapur,17.50907536,78.50190197,1.4,3,3,Saket,POINT (78.50190197 17.50907536)
591,590,Attapur Barel Ground,17.369778,78.438897,0.8,10,10,Ziyaguda,POINT (78.438897 17.369778)
592,591,Dmart Service Road,17.35157,78.417923,0.83,10,10,Ziyaguda,POINT (78.417923 17.35157)
593,592,pillar No 125,17.36225,78.4282006,1.3,10,10,Ziyaguda,POINT (78.4282006 17.36225)
594,593,PILLAR NO. 289 -290,17.32788563,78.42579376,0.93,7,7,Kattedan,POINT (78.42579376 17.32788563)
595,594,PILLAR NO. 289,17.32792123,78.42542181,1.33,7,7,Kattedan,POINT (78.42542181 17.32792123)
596,595,WATERTANK MADHUBAN COLONY,17.30145646,78.43501558,1.06,7,7,Kattedan,POINT (78.43501558 17.30145646)
597,596,Kasipathi kallu compond back side,17.36023979,78.42619266,1.6,10,10,Ziyaguda,POINT (78.42619266 17.36023979)
598,597,Attapur Ward office opp,17.36085404,78.43015337,1.36,10,10,Ziyaguda,POINT (78.43015337 17.36085404)
599,598,Tejaswini colony beauty parlour,17.36417229,78.43404986,0.73,10,10,Ziyaguda,POINT (78.43404986 17.36417229)
600,599,"RDO office  road, PVNR Express way",17.357975,78.424831,1.66,10,10,Ziyaguda,POINT (78.424831 17.357975)
601,600,"Janapriya School road 2, Gummukonda colony",17.36787224,78.42246614,1.63,10,10,Ziyaguda,POINT (78.42246614 17.36787224)
602,601,"Church opp, Tejaswinagar colony",17.364907,78.436415,1.13,10,10,Ziyaguda,POINT (78.436415 17.364907)
603,602,"Gravyard, Mallaiah towers back",17.36089,78.433299,1.03,10,10,Ziyaguda,POINT (78.433299 17.36089)
604,603,Rambagh main road (DC sir point),17.36238067,78.43301207,0.06,10,10,Ziyaguda,POINT (78.43301207 17.36238067)
605,604,Panduranga nagar ST Basthi Pochamma temple,17.36008473,78.42845641,1.5,10,10,Ziyaguda,POINT (78.42845641 17.36008473)
606,605,"Musi Road, Laminagar park opp,",17.37122534,78.42364283,0.63,10,10,Ziyaguda,POINT (78.42364283 17.37122534)
607,606,Hyderabad school Shivalayam,17.36157057,78.42916243,0.36,10,10,Ziyaguda,POINT (78.42916243 17.36157057)
608,607,Piller No. 192,17.3519442,78.41815669,0.16,10,10,Ziyaguda,POINT (78.41815669 17.3519442)
609,608,huda park colony,17.35932225,78.4337099,1.26,10,10,Ziyaguda,POINT (78.4337099 17.35932225)
610,609,Happy homes towers,17.35510812,78.41798824,0.23,10,10,Ziyaguda,POINT (78.41798824 17.35510812)
611,610,Piller No. 188,17.35344538,78.41920023,1.56,10,10,Ziyaguda,POINT (78.41920023 17.35344538)
612,611,Piler No. 194,17.35225612,78.41787629,0.16,10,10,Ziyaguda,POINT (78.41787629 17.35225612)
613,612,piller No 202 Relience petro pump,17.34941503,78.41676473,0.06,10,10,Ziyaguda,POINT (78.41676473 17.34941503)
614,613,Piler No. 207,17.34796593,78.41615796,0.16,10,10,Ziyaguda,POINT (78.41615796 17.34796593)
615,614,Pillar No 315 Wines,17.32303362,78.43053953,0.1,7,7,Kattedan,POINT (78.43053953 17.32303362)
616,615,PILLAR NO 270 SNC CONVENTION,17.3339914,78.42685463,0.76,8,8,Mir Alam Tank,POINT (78.42685463 17.3339914)
617,616,"Musi road, Ista city",17.37106604,78.42032769,0.6,10,10,Ziyaguda,POINT (78.42032769 17.37106604)
618,617,ARAM GHAR TRAFIC PS OPP,17.32291501,78.43301846,0.16,7,7,Kattedan,POINT (78.43301846 17.32291501)
619,618,Road no. 17/B,17.357339,78.432771,1.0,10,10,Ziyaguda,POINT (78.432771 17.357339)
620,619,SS Garden Convention Aramghar Zoo  road,17.32885165,78.43552249,0.86,8,8,Mir Alam Tank,POINT (78.43552249 17.32885165)
621,620,Gurudwar Main Rd,17.35642322,78.43652366,1.06,10,10,Ziyaguda,POINT (78.43652366 17.35642322)
622,621,"Pakiza, Sulemannagar",17.356883,78.440203,1.26,10,10,Ziyaguda,POINT (78.440203 17.356883)
623,622,"SDR function hall, Back side gate",17.35401764,78.42331463,1.1,10,10,Ziyaguda,POINT (78.42331463 17.35401764)
624,623,"Forest premises, ZSI office",17.35566663,78.42772927,0.8,10,10,Ziyaguda,POINT (78.42772927 17.35566663)
625,624,"Lookman Medical Hall, Sulemannagar road",17.35521424,78.43281641,0.83,10,10,Ziyaguda,POINT (78.43281641 17.35521424)
626,625,"Setwin, Chinthalmet road",17.35393597,78.43265845,0.43,10,10,Ziyaguda,POINT (78.43265845 17.35393597)
627,626,Pillar no. 137,17.36593864,78.42895858,0.7,10,10,Ziyaguda,POINT (78.42895858 17.36593864)
628,627,Basement point - 2,17.36304051,78.42964534,0.6,10,10,Ziyaguda,POINT (78.42964534 17.36304051)
629,628,Somireddy Apartment,17.37004784,78.4301893,1.23,10,10,Ziyaguda,POINT (78.4301893 17.37004784)
630,629,Huda swimming pool sikh chawan,17.359925,78.437105,0.9,10,10,Ziyaguda,POINT (78.437105 17.359925)
631,630,Happy homes colony park,17.34784077,78.41431623,0.3,10,10,Ziyaguda,POINT (78.41431623 17.34784077)
632,631,Outpost,17.35580334,78.43425421,0.4,10,10,Ziyaguda,POINT (78.43425421 17.35580334)
633,632,Setween park opposite,17.35311237,78.43187647,0.86,10,10,Ziyaguda,POINT (78.43187647 17.35311237)
634,633,Hanuman temple opposite,17.35180607,78.42047458,0.7,10,10,Ziyaguda,POINT (78.42047458 17.35180607)
635,634,Chinthalmet Nala,17.3528,78.42195,0.76,10,10,Ziyaguda,POINT (78.42195 17.3528)
636,635,Piller No 227,17.342744,78.418431,0.73,8,8,Mir Alam Tank,POINT (78.418431 17.342744)
637,636,Sai Babatemple,17.36163884,78.43535532,0.16,10,10,Ziyaguda,POINT (78.43535532 17.36163884)
638,637,GHMC FREEDOM PARK,17.36012483,78.43537113,1.26,10,10,Ziyaguda,POINT (78.43537113 17.36012483)
639,638,Andrabank Opp,17.320869,78.398404,0.76,7,7,Kattedan,POINT (78.398404 17.320869)
640,639,Rajendra Nagar Library,17.319025,78.403405,1.46,7,7,Kattedan,POINT (78.403405 17.319025)
641,640,Nav Jouthi Youth Club,17.32149,78.401776,0.33,7,7,Kattedan,POINT (78.401776 17.32149)
642,641,Meeseva,17.319365,78.403442,1.6,7,7,Kattedan,POINT (78.403442 17.319365)
643,642,NIRD MAIN ROAD,17.322367,78.401908,0.56,7,7,Kattedan,POINT (78.401908 17.322367)
644,643,Rajendra Nagar College,17.321728,78.400614,1.23,7,7,Kattedan,POINT (78.400614 17.321728)
645,644,Nirda,17.322269,78.401881,0.56,7,7,Kattedan,POINT (78.401881 17.322269)
646,645,Kismathpura Road,17.331686,78.399596,1.43,7,7,Kattedan,POINT (78.399596 17.331686)
647,646,Church Point Budwell,17.330647,78.408198,1.36,7,7,Kattedan,POINT (78.408198 17.330647)
648,647,Budwell Sbi Opp Point,17.331342,78.405077,1.43,7,7,Kattedan,POINT (78.405077 17.331342)
649,648,Bondalagada Point,17.332406,78.402201,1.06,7,7,Kattedan,POINT (78.402201 17.332406)
650,649,Vandhana Winse Back Side,17.36724988,78.42818751,0.16,10,10,Ziyaguda,POINT (78.42818751 17.36724988)
651,650,Musi Road Hanuman Temple backside,17.37165,78.42845,0.6,10,10,Ziyaguda,POINT (78.42845 17.37165)
652,651,Piller No 117,17.37232365,78.42950995,0.23,10,10,Ziyaguda,POINT (78.42950995 17.37232365)
653,652,MAISAMMA TEMPLE,17.36615968,78.43275658,1.3,10,10,Ziyaguda,POINT (78.43275658 17.36615968)
654,653,Rambagh temple ground,17.36212015,78.43106161,0.83,10,10,Ziyaguda,POINT (78.43106161 17.36212015)
655,654,Kala Hanuman temple  beside,17.35884436,78.42696688,0.1,10,10,Ziyaguda,POINT (78.42696688 17.35884436)
656,655,Attapur Ground,17.36651599,78.43189364,1.23,10,10,Ziyaguda,POINT (78.43189364 17.36651599)
657,656,"Patel Hotel point, Attapur village",17.36907536,78.43190197,1.13,10,10,Ziyaguda,POINT (78.43190197 17.36907536)
658,657,"Mushmahal road, Road",17.36253,78.43227,0.23,10,10,Ziyaguda,POINT (78.43227 17.36253)
659,658,HONDA SHOW ROOM KATEDAN,17.3138,78.4421,1.43,7,7,Kattedan,POINT (78.4421 17.3138)
660,659,KRISHNA WINES OPPOSITE,17.31713771,78.45182835,1.66,9,9,Bandlaguda,POINT (78.45182835 17.31713771)
661,660,Shastri Puram Signal,17.33549958,78.44650744,1.3,8,8,Mir Alam Tank,POINT (78.44650744 17.33549958)
662,661,"Akbar majid, Talab katta",17.33846326,78.42867986,0.16,8,8,Mir Alam Tank,POINT (78.42867986 17.33846326)
663,662,Excel School,17.33028609,78.44934189,0.93,8,8,Mir Alam Tank,POINT (78.44934189 17.33028609)
664,663,Shastri Puram Pipe Line,17.3367738,78.44527733,1.0,8,8,Mir Alam Tank,POINT (78.44527733 17.3367738)
665,664,Glourium School,17.3505806,78.4221577,0.5,10,10,Ziyaguda,POINT (78.4221577 17.3505806)
666,665,MP Saab home bulder,17.32174418,78.43251916,1.66,7,7,Kattedan,POINT (78.43251916 17.32174418)
667,666,Pillar No 260,17.337137,78.426034,1.06,8,8,Mir Alam Tank,POINT (78.426034 17.337137)
668,667,Pillar no 311,17.32350783,78.42939249,0.83,7,7,Kattedan,POINT (78.42939249 17.32350783)
669,668,Bismilla hotel,17.34105978,78.43480806,0.06,8,8,Mir Alam Tank,POINT (78.43480806 17.34105978)
670,669,GasCompany,17.32223889,78.40357046,1.1,7,7,Kattedan,POINT (78.40357046 17.32223889)
671,670,RTO Office,17.358057022,78.421409607,0.66,10,10,Ziyaguda,POINT (78.421409607 17.358057022)
672,671,Shivarampally Govt. School,17.327064514,78.432037354,1.66,7,7,Kattedan,POINT (78.432037354 17.327064514)
673,672,Erraboda Super Market,17.365188599,78.416999817,0.76,10,10,Ziyaguda,POINT (78.416999817 17.365188599)
674,673,DMOH Office,17.328824997,78.427337646,0.76,7,7,Kattedan,POINT (78.427337646 17.328824997)
675,674,16 shelters,17.361761093,78.421257019,1.63,10,10,Ziyaguda,POINT (78.421257019 17.361761093)
676,675,Naidu colony,17.356113434,78.417953491,1.46,10,10,Ziyaguda,POINT (78.417953491 17.356113434)
677,676,Reddy Community Hall,17.359903336,78.417617798,1.16,10,10,Ziyaguda,POINT (78.417617798 17.359903336)
678,677,Green City,17.33098793,78.399452209,0.4,7,7,Kattedan,POINT (78.399452209 17.33098793)
679,678,Kishtamma Gutta,17.331272125,78.405395508,1.66,7,7,Kattedan,POINT (78.405395508 17.331272125)
680,679,Budvel Reddy Basthi,17.335422516,78.404876709,0.8,7,7,Kattedan,POINT (78.404876709 17.335422516)
681,680,Erraboda Main road,17.365255356,78.417167664,0.66,10,10,Ziyaguda,POINT (78.417167664 17.365255356)
682,681,Babai Hotel backside,17.364488602,78.419898987,0.3,10,10,Ziyaguda,POINT (78.419898987 17.364488602)
683,682,Nalanda Nagar road no. 15,17.364011765,78.364013672,0.96,11,11,Jubilee Hills Road No 51,POINT (78.364013672 17.364011765)
684,683,Babughat bridge,17.369028091,78.422805786,0.7,10,10,Ziyaguda,POINT (78.422805786 17.369028091)
685,684,P. No. 303,17.32774353,78.425765991,0.36,7,7,Kattedan,POINT (78.425765991 17.32774353)
686,685,P. No. 270 Kallu compond,17.332489014,78.427658081,0.73,8,8,Mir Alam Tank,POINT (78.427658081 17.332489014)
687,686,Sarwa Reddy colony,17.330628,78.428387,1.0,7,7,Kattedan,POINT (78.428387 17.330628)
688,687,Fort View Colony near Masjid,17.353724,78.417956,0.33,10,10,Ziyaguda,POINT (78.417956 17.353724)
689,688,Happy Homes Tower Gate,17.356114,78.417951,0.13,10,10,Ziyaguda,POINT (78.417951 17.356114)
690,689,Prakash Nagar - 1,17.360722,78.416327,1.46,10,10,Ziyaguda,POINT (78.416327 17.360722)
691,690,AITUC Centre,17.338383,78.412343,1.2,7,7,Kattedan,POINT (78.412343 17.338383)
692,691,P. No. 280,17.331137,78.426178,1.03,7,7,Kattedan,POINT (78.426178 17.331137)
693,692,Fish Building P. No. 247,17.342098,78.422637,0.83,8,8,Mir Alam Tank,POINT (78.422637 17.342098)
694,693,Near Petrol Bunk Premavathi pet Road,17.34227214,78.4225233,1.53,8,8,Mir Alam Tank,POINT (78.4225233 17.34227214)
695,694,"Noor Masjid,Suleman nagar",17.34944,78.4246,0.6,10,10,Ziyaguda,POINT (78.4246 17.34944)
696,695,Solitaire school beside Babulreddy nagar,17.31700771,78.44079594,0.26,7,7,Kattedan,POINT (78.44079594 17.31700771)
697,696,Aramgarh point railway bridge,17.32104525,78.43309654,1.53,7,7,Kattedan,POINT (78.43309654 17.32104525)
698,697,neha point gaganpahad,17.29613394,78.41849103,0.83,7,7,Kattedan,POINT (78.41849103 17.29613394)
699,698,One stone,17.29658519,78.41809537,0.1,7,7,Kattedan,POINT (78.41809537 17.29658519)
700,699,old karnol main road petrol pump line 1,17.30723544,78.43056311,0.8,7,7,Kattedan,POINT (78.43056311 17.30723544)
701,700,old karnol main road petrol pump line 2,17.30688541,78.42970424,0.83,7,7,Kattedan,POINT (78.42970424 17.30688541)
702,701,old karnol main road darga opposite,17.30841767,78.43295876,0.56,7,7,Kattedan,POINT (78.43295876 17.30841767)
703,702,raghavendra medical mehfil,17.31677135,78.44966011,0.13,9,9,Bandlaguda,POINT (78.44966011 17.31677135)
704,703,KINGS COLONY old school Phase 4,17.33002221,78.44603276,1.33,8,8,Mir Alam Tank,POINT (78.44603276 17.33002221)
705,704,Kings School Phase 2,17.33149732,78.44767647,1.26,8,8,Mir Alam Tank,POINT (78.44767647 17.33149732)
706,705,King colony MARKET ROAD,17.3311143,78.44649099,1.16,8,8,Mir Alam Tank,POINT (78.44649099 17.3311143)
707,706,Shastripuram Gym Point,17.32504489,78.4452156,1.43,8,8,Mir Alam Tank,POINT (78.4452156 17.32504489)
708,707,Deccan Hotel,17.33504617,78.44416313,0.4,8,8,Mir Alam Tank,POINT (78.44416313 17.33504617)
709,708,City Place,17.33386749,78.44737411,0.83,8,8,Mir Alam Tank,POINT (78.44737411 17.33386749)
